Ticker,Date,Time,Close,Volume,OI
HAL_I,20241202,09:15:15,4480.0000,0,10418100
HAL_I,20241202,09:15:15,4481.2000,0,10418100
HAL_I,20241202,09:15:15,4465.0500,0,10418100
HAL_I,20241202,09:15:15,4472.9500,4650,10418100
HAL_I,20241202,09:15:34,4475.2000,1950,10419150
HAL_I,20241202,09:15:55,4488.3500,2400,10419150
HAL_I,20241202,09:16:17,4488.7500,0,10419150
HAL_I,20241202,09:16:17,4488.4000,2700,10419150
HAL_I,20241202,09:16:37,4496.0000,0,10419150
HAL_I,20241202,09:16:37,4493.5000,1800,10419150
HAL_I,20241202,09:16:57,4506.0000,4500,10419150
HAL_I,20241202,09:17:18,4509.9000,0,10419150
HAL_I,20241202,09:17:18,4506.8500,3900,10419150
HAL_I,20241202,09:17:41,4514.0500,0,10419150
HAL_I,20241202,09:17:41,4512.9000,11100,10419150
HAL_I,20241202,09:18:01,4505.3500,4800,10419150
HAL_I,20241202,09:18:24,4499.1500,4050,10419150
HAL_I,20241202,09:18:45,4503.3000,3300,10425900
HAL_I,20241202,09:18:47,4505.8500,1350,10425900
HAL_I,20241202,09:18:48,4501.9500,600,10425900
HAL_I,20241202,09:18:49,4502.8500,1500,10425900
HAL_I,20241202,09:18:50,4504.5000,600,10425900
HAL_I,20241202,09:18:57,4503.4000,450,10425900
HAL_I,20241202,09:18:58,4505.0000,600,10425900
HAL_I,20241202,09:19:01,4505.0000,150,10425900
HAL_I,20241202,09:19:04,4502.6500,150,10425900
HAL_I,20241202,09:19:05,4504.6000,150,10425900
HAL_I,20241202,09:19:06,4505.0000,900,10425900
HAL_I,20241202,09:19:08,4507.8500,150,10425900
HAL_I,20241202,09:19:10,4508.8000,150,10425900
HAL_I,20241202,09:19:11,4510.5500,900,10425900
HAL_I,20241202,09:19:14,4508.8000,150,10425900
HAL_I,20241202,09:19:15,4506.1500,600,10425900
HAL_I,20241202,09:19:17,4510.4500,450,10425900
HAL_I,20241202,09:19:18,4508.7000,150,10425900
HAL_I,20241202,09:19:25,4512.0000,1500,10425900
HAL_I,20241202,09:19:29,4510.3500,150,10425900
HAL_I,20241202,09:19:30,4508.7500,150,10425900
HAL_I,20241202,09:19:31,4509.7500,150,10425900
HAL_I,20241202,09:19:36,4508.4000,300,10425900
HAL_I,20241202,09:19:37,4509.2000,150,10425900
HAL_I,20241202,09:19:38,4510.8000,150,10425900
HAL_I,20241202,09:19:47,4508.1000,450,10425900
HAL_I,20241202,09:19:49,4510.7000,150,10425900
HAL_I,20241202,09:19:51,4508.8000,150,10425900
HAL_I,20241202,09:19:54,4509.5000,450,10425900
HAL_I,20241202,09:19:57,4514.0000,900,10425900
HAL_I,20241202,09:19:58,4511.4000,150,10425900
HAL_I,20241202,09:20:01,4518.1500,3750,10425900
HAL_I,20241202,09:20:02,4517.9500,150,10425900
HAL_I,20241202,09:20:03,4519.9000,900,10425900
HAL_I,20241202,09:20:04,4520.0000,2700,10425900
HAL_I,20241202,09:20:05,4521.9500,450,10425900
HAL_I,20241202,09:20:06,4524.0000,5100,10425900
HAL_I,20241202,09:20:08,4524.7500,0,10425900
HAL_I,20241202,09:20:08,4524.0000,300,10425900
HAL_I,20241202,09:20:10,4522.5000,300,10425900
HAL_I,20241202,09:20:11,4524.9000,150,10425900
HAL_I,20241202,09:20:12,4525.0000,900,10425900
HAL_I,20241202,09:20:13,4527.9000,0,10425900
HAL_I,20241202,09:20:13,4525.8500,1500,10425900
HAL_I,20241202,09:20:15,4525.1000,600,10425900
HAL_I,20241202,09:20:16,4527.3000,150,10425900
HAL_I,20241202,09:20:17,4528.0000,0,10425900
HAL_I,20241202,09:20:17,4527.9500,600,10425900
HAL_I,20241202,09:20:18,4527.9500,150,10425900
HAL_I,20241202,09:20:20,4525.1500,300,10425900
HAL_I,20241202,09:20:22,4524.9500,900,10425900
HAL_I,20241202,09:20:23,4523.9500,150,10425900
HAL_I,20241202,09:20:27,4522.3000,150,10425900
HAL_I,20241202,09:20:28,4522.8000,150,10425900
HAL_I,20241202,09:20:29,4522.4500,150,10425900
HAL_I,20241202,09:20:30,4522.0000,750,10425900
HAL_I,20241202,09:20:32,4521.8000,750,10425900
HAL_I,20241202,09:20:37,4520.0500,150,10425900
HAL_I,20241202,09:20:37,4521.5500,150,10425900
HAL_I,20241202,09:20:38,4518.0000,300,10425900
HAL_I,20241202,09:20:39,4521.1000,150,10425900
HAL_I,20241202,09:20:42,4520.9000,750,10425900
HAL_I,20241202,09:20:44,4517.0000,300,10425900
HAL_I,20241202,09:20:45,4517.8000,150,10425900
HAL_I,20241202,09:20:47,4518.4000,150,10425900
HAL_I,20241202,09:20:51,4519.9500,150,10425900
HAL_I,20241202,09:20:52,4517.3000,600,10425900
HAL_I,20241202,09:20:53,4518.4500,150,10425900
HAL_I,20241202,09:20:55,4518.2500,150,10425900
HAL_I,20241202,09:20:58,4520.1000,300,10425900
HAL_I,20241202,09:21:01,4517.7000,300,10425900
HAL_I,20241202,09:21:02,4516.3500,150,10425900
HAL_I,20241202,09:21:04,4515.1500,600,10425900
HAL_I,20241202,09:21:05,4516.4500,900,10425900
HAL_I,20241202,09:21:06,4515.9500,300,10425900
HAL_I,20241202,09:21:08,4516.7500,150,10425900
HAL_I,20241202,09:21:09,4522.4500,1200,10425900
HAL_I,20241202,09:21:10,4525.0000,900,10425900
